ID	DEPTH	ModFinal	Degree	Indagain0.6
1362	39.12356904	15	20	0
2272	41.6427966	15	2	0
1813	43.74757454	15	5	0
465	44.48108176	15	8	5
535	45.19005447	15	10	5
292	46.42536816	15	11	5
2297	47.97437738	15	14	5
1663	50.67855533	15	9	5
1366	53.51233915	15	11	5
365	18.9391933	16	1	3
39	23.06657857	16	1	0
1751	24.41110314	17	2	0
1973	25.68320372	17	1	0
370	25.87003357	17	3	0
49	28.24713486	17	1	0
186	31.26919465	17	4	0
2480	31.30286348	17	2	0
71	22.85547508	18	1	0
425	29.22162156	18	1	0
1224	23.86963685	19	1	0
431	30.38914411	19	2	0
10	31.32281795	19	3	0
2316	34.72745927	19	2	0
574	35.77011414	19	2	0
466	21.54491758	20	1	0
196	28.08343872	20	1	0
512	44.86174952	21	1	0
244	56.27125213	21	1	5
129	29.51502722	22	1	0
2314	35.54306579	22	1	0
517	39.49460838	22	2	0
534	22.88941353	23	1	0
81	25.8758507	23	1	0
325	19.14980119	24	1	0
541	20.97951142	24	2	0
561	24.10453203	24	2	0
1288	28.86087877	24	3	0
481	28.9820231	24	1	0
1481	35.3166465	24	2	0
6	37.59630219	24	1	0
1128	22.6567743	25	1	0
173	22.8803107	25	2	0
948	23.1663699	25	1	0
684	24.89691806	25	2	0
249	20.93522333	26	2	0
1848	21.10287293	26	3	0
1209	22.68735354	26	1	0
5	24.16080545	26	1	0
715	24.18408399	26	2	0
1556	24.39396438	26	1	0
2244	24.62150959	26	1	0
2520	24.94394998	26	2	0
30	25.41182744	26	5	0
2475	25.67899444	26	6	0
993	25.88529912	26	4	0
537	26.33931075	26	2	0
2501	27.45316323	26	4	0
1287	28.42948334	26	4	0
1964	28.59045304	26	3	0
1470	29.52717876	26	5	0
2107	30.7395774	26	5	0
931	30.86491009	26	6	0
2113	31.03635723	26	4	0
1792	31.21219998	26	2	0
1296	31.37100984	26	5	0
2144	36.66170384	26	3	0
2136	38.58198208	26	2	0
1956	41.10457767	26	2	0
1774	39.36245031	27	1	0
435	42.06822018	27	3	0
749	50.3466676	27	2	0
1607	51.78408027	27	1	0
1154	22.8869016	28	1	0
1979	24.28408586	28	1	0
759	25.58790946	28	3	0
358	29.25178106	28	2	0
201	31.42218851	28	1	0
760	12.07602479	29	1	0
371	26.57989035	29	1	0
95	11.0328961	30	1	1
862	11.40072985	30	2	1
1064	12.21375192	30	3	1
935	22.51922375	30	1	0
1081	28.58674379	30	1	0
123	24.08574144	31	2	0
974	28.52844162	31	2	0
1148	28.71242498	31	2	0
976	47.43866793	32	1	5
874	53.01808716	32	1	5
187	20.02586666	33	2	0
996	22.43938932	33	1	0
2151	23.90388035	33	1	0
1015	29.99708297	34	1	0
242	35.55364883	34	1	0
1039	13.12021168	35	1	0
682	14.04424319	35	1	0
2268	24.77371986	36	1	0
440	29.73300108	36	2	0
1044	31.38611147	36	3	0
901	36.88484101	36	1	0
1231	37.05308014	36	1	0
27	38.864929	36	2	0
1773	44.07438747	36	4	0
1083	50.72909325	36	2	0
1063	20.0187619	37	2	0
463	22.16082546	37	1	0
1688	28.44585197	37	1	0
1071	6.977740673	38	2	0
920	10.7170757	38	1	0
2447	11.81350306	38	2	0
1003	19.09984493	38	1	0
268	10.04502434	39	1	0
1111	11.68100967	39	1	0
514	8.522249981	40	2	2
1130	10.31718179	40	2	2
1543	12.67252185	40	4	0
549	16.7315523	40	1	0
1503	21.39633721	40	4	0
610	23.66068571	40	1	0
2574	26.7801984	40	2	0
1118	6.765012261	41	1	0
1132	7.252497419	41	1	0
347	11.7261383	42	1	0
1133	13.59612092	42	2	0
1692	15.27337691	42	1	0
1748	38.98808772	43	2	0
303	39.20608408	43	3	0
1214	41.60896283	43	2	0
1559	42.40933461	43	1	0
636	45.97980093	43	1	0
1162	53.90385228	43	3	5
217	31.34568668	44	1	0
239	32.94598274	44	1	0
1174	34.93285267	44	2	0
779	15.6627001	45	1	0
1185	17.57276701	45	1	0
908	18.93019897	46	1	0
1193	21.44141828	46	1	0
1197	14.03094779	47	1	0
1184	15.668115	47	1	0
2484	0.85882588	48	7	1
1027	1.492842358	48	3	1
2041	1.848201479	48	3	1
1805	2.516294655	48	2	1
2280	3.785654333	48	2	1
2575	4.028417184	48	5	1
1941	4.393275924	48	4	1
209	6.173396367	48	2	0
1333	6.539701087	48	1	1
1731	7.407032546	48	1	0
2586	7.87539592	48	7	1
1818	8.17115464	48	2	0
1775	8.264323394	48	3	0
533	8.541791165	48	1	0
1070	9.350207581	48	1	1
2300	9.547871509	48	2	0
148	10.15706014	48	2	1
2167	10.57247626	48	1	0
2576	10.59221389	48	1	0
704	10.62017142	48	1	0
458	10.81013358	48	1	1
1978	11.17644897	48	1	1
876	11.55388912	48	3	0
2461	13.24229134	48	5	1
1408	13.81925389	48	2	0
2183	13.99874864	48	3	0
2532	15.05918169	48	2	1
1874	16.10457733	48	1	1
1223	17.37915894	49	1	0
1200	20.7524521	49	1	0
501	39.56276684	50	1	0
1482	41.46898127	50	1	0
1246	44.70945387	50	2	0
1259	8.850636329	51	1	1
865	28.83478354	51	1	0
2503	6.574224778	52	2	1
888	6.710983599	52	1	0
2088	9.999427067	52	2	1
1103	11.17995476	52	5	0
1582	11.39898361	52	4	0
457	12.80042177	52	3	0
1838	16.10256551	52	2	0
1823	17.66669441	52	1	0
1276	18.65557027	52	1	0
1612	22.03146103	52	1	0
2590	24.26351949	52	2	0
1281	6.533537231	53	2	0
2197	8.317754791	53	3	0
216	9.912418749	53	3	0
1439	11.86368666	53	1	0
2087	11.92123588	53	1	0
1893	17.03784368	53	2	0
503	16.63426883	54	1	0
1282	19.55018738	54	1	0
1335	25.60677946	55	1	4
1250	29.6066606	55	1	4
1347	44.05163649	56	1	0
384	48.29969049	56	1	0
1361	18.67190103	57	1	0
190	20.18532642	57	1	0
1372	26.581692	58	1	0
589	29.47203825	58	1	0
1434	3.438892396	59	3	0
1394	7.739019535	59	2	0
2351	16.01026752	59	1	0
979	26.32846411	59	2	0
1358	10.84506481	60	1	0
1437	15.3519644	60	1	0
1441	14.68030951	61	1	0
1393	17.13240006	61	1	0
269	15.97614175	62	1	0
1488	22.26196153	62	1	0
32	7.699320183	63	2	2
1489	10.40866629	63	3	0
2558	11.45382108	63	1	0
1306	16.59945792	63	1	0
607	11.7077377	64	1	0
1494	16.11218406	64	1	0
1512	16.85029747	65	1	0
770	18.20712038	65	1	0
1520	20.17172589	66	1	0
853	21.49968668	66	1	0
1005	14.51262145	67	1	0
1538	16.14190198	67	1	0
1079	19.52828159	68	1	0
1540	20.89750856	68	1	0
826	17.62714407	69	1	0
1563	31.2911647	69	1	3
1188	7.458027125	70	1	0
1195	11.87455475	70	1	1
1573	25.75744536	70	2	0
577	9.51856415	71	1	0
1599	11.66865348	71	1	0
660	8.328278965	72	1	2
1608	12.6320842	72	1	2
1610	14.62994062	73	1	0
1218	22.15407092	73	1	3
1651	20.26040015	74	1	0
46	22.35158423	74	3	0
1982	28.73421248	74	1	0
2311	30.51787417	74	1	0
1662	15.47063185	75	1	0
630	27.20274358	75	1	3
1695	21.23944503	76	1	4
2472	30.42331494	76	1	0
866	33.44744279	76	2	0
1712	22.81108097	77	1	0
751	27.23860883	77	1	0
1436	36.03015452	78	1	0
1717	42.86914765	78	1	0
1728	26.98143849	79	1	0
206	38.14540475	79	1	0
1741	23.34215696	80	1	0
1451	24.5409281	80	1	4
1078	30.08301934	81	1	0
1769	40.30237527	81	1	0
1782	8.85561322	82	1	0
91	20.70759088	82	1	0
1102	16.13759879	83	1	0
1795	17.23814697	83	1	0
471	21.06227428	84	2	0
1660	25.29577028	84	1	0
2230	25.63050444	84	1	0
392	27.35271743	84	2	0
1297	28.10605518	84	1	0
2362	28.39317897	84	2	0
1819	29.83952994	84	2	0
2413	31.55318793	84	4	0
1852	31.56358802	84	3	0
1831	23.67176167	85	1	0
473	26.68615948	85	1	0
945	17.75929855	86	1	0
1839	18.03431415	86	1	0
1266	13.09635444	87	1	0
1855	13.77609975	87	1	0
1861	18.55637416	88	1	0
1669	19.24938232	88	1	0
1866	17.98656446	89	1	0
752	19.82173252	89	1	0
1459	14.70570943	90	1	0
1869	15.10867224	90	1	0
1735	45.14455204	91	1	0
1872	53.85696082	91	1	5
1880	21.54064974	92	2	0
1863	22.61473894	92	1	0
1058	24.8536273	92	1	0
1884	13.99433026	93	1	0
745	19.42268887	93	1	0
626	9.844389027	94	1	0
1911	23.1643689	94	1	0
1914	20.30397006	95	1	0
1575	21.18365801	95	2	0
2158	32.01981395	95	1	0
4	22.1011937	96	1	0
1926	22.75882681	96	1	0
915	32.76654637	97	1	0
1953	38.78306313	97	1	0
2220	11.53411639	98	2	2
222	13.22097581	98	2	0
1959	15.27369356	98	2	0
1925	29.48009374	99	1	0
1963	41.56982091	99	1	0
1917	31.20880193	100	1	0
2021	41.37512267	100	2	0
2294	45.42535201	100	1	0
2032	22.52057874	101	1	0
144	25.34764982	101	1	0
2040	11.12582696	102	1	2
1255	15.24768997	102	1	0
2042	8.24143219	103	1	0
1371	9.011046465	103	1	0
698	36.15741959	104	1	0
2045	38.38305769	104	1	0
2073	28.13717132	105	1	0
1502	36.35978701	105	1	0
1052	22.11006138	106	1	0
2077	30.05115327	106	1	4
277	30.28101052	107	1	0
2100	32.02791138	107	1	0
2121	29.45810329	108	1	0
1294	29.55605635	108	1	0
2160	12.47786386	109	1	0
1721	15.6743484	109	1	0
1476	21.58420165	110	1	0
1970	22.42721583	110	1	3
2175	23.43826402	110	2	0
566	13.84509915	111	1	0
2179	17.21970495	111	1	0
445	18.00441	112	1	0
2189	23.05667766	112	1	0
2201	18.75692132	113	1	0
1879	20.15864216	113	1	0
1353	35.15221236	114	1	0
2232	45.03116699	114	1	0
2251	15.46962459	115	1	0
1547	16.05178025	115	1	0
2255	25.90102209	116	1	0
1842	26.22007841	116	1	0
1594	33.56202694	117	1	0
2277	34.86150994	117	1	0
2306	20.86887372	118	1	0
1098	28.07699172	118	1	0
2320	28.53300775	119	2	0
835	29.28618634	119	1	0
731	31.83064252	119	1	0
511	36.43533063	120	1	0
2321	39.06047832	120	1	0
2334	10.97844013	121	1	0
1860	11.29711152	121	1	0
1137	23.18579296	122	1	0
2487	26.05107258	122	1	0
2347	29.42872467	122	2	0
2354	7.257399176	123	2	0
450	7.55995605	123	1	0
2263	17.23450025	123	1	0
969	18.19009567	124	2	3
1682	19.77387299	124	1	0
2601	20.92713337	124	3	0
2359	20.95586522	124	2	0
2376	14.89495961	125	1	0
1213	19.39919411	125	1	0
2398	4.841665051	126	1	0
1392	7.310516234	126	1	0
2401	10.09348373	127	1	1
1432	10.60312038	127	1	0
909	18.2288654	128	1	0
2409	19.68332836	128	1	0
406	24.52313655	129	1	0
2411	24.90166172	129	2	4
2533	30.48942791	129	1	4
1376	14.18792059	130	1	1
451	19.29085009	130	1	0
2432	20.7164045	130	2	0
778	17.54033882	131	1	0
2443	25.71571225	131	2	0
352	32.69212808	131	1	0
2174	18.59341982	132	1	0
2449	28.28069559	132	1	0
2450	29.63653876	133	1	0
810	35.16846404	133	1	0
2479	18.25618889	134	1	0
2110	18.67309739	134	1	0
2486	47.76836962	135	1	0
507	49.08296047	135	1	0
2173	19.34960322	136	1	0
2491	27.10284859	136	1	0
1263	34.76008196	137	1	0
2511	34.94090245	137	1	0
2515	27.65143113	138	1	0
68	31.81005307	138	1	0
2523	24.06848092	139	1	0
1694	27.14123834	139	1	0
2544	16.53256434	140	1	0
2236	19.78528748	140	1	0
2549	14.0451327	141	2	0
2163	16.50503868	141	1	0
1455	19.91137787	141	1	0
2567	38.75867675	142	1	0
276	47.08321871	142	1	0
2578	13.93435482	143	1	0
959	17.73261386	143	1	0
2557	5.52553127	144	1	0
2587	10.95259294	144	1	0
