ID	DEPTH	ModFinal	Degree	Indagain0.6
2141	42.87585729	1	4	5
1508	43.1079068	1	33	5
43	43.11203646	1	14	5
2529	43.2367376	1	16	5
1075	43.25926336	1	29	5
665	43.27277798	1	52	5
2363	43.3038941	1	33	5
96	43.34235273	1	1	0
1019	43.36747858	1	2	0
730	43.37563478	1	3	0
2267	43.44818158	1	2	5
2339	43.76081754	1	6	5
84	43.8062677	1	7	5
938	43.95639674	1	16	0
1595	43.98416716	1	36	5
1477	44.10627916	1	10	0
1315	44.19982864	1	9	5
2513	44.33817017	1	2	0
946	44.34409053	1	6	0
2229	44.45675468	1	58	5
523	44.486149	1	20	0
2011	44.52878427	1	46	5
1867	44.55605127	1	4	0
2350	44.60188956	1	5	0
1440	44.75012993	1	1	5
2402	44.75439768	1	11	0
417	44.86114201	1	18	5
2573	44.91156429	1	3	0
1196	45.04360272	1	1	0
671	45.16798914	1	2	0
502	45.17246422	1	43	5
824	45.24555455	1	58	5
818	45.47791977	1	5	5
1351	45.69350892	1	30	5
1123	45.78773075	1	56	5
1830	45.7912379	1	14	5
25	45.83742171	1	26	5
2510	45.94733804	1	1	5
1767	46.02331389	1	6	0
2104	46.07350284	1	13	5
2355	46.18891335	1	1	0
821	46.29602323	1	7	5
255	46.30116425	1	49	5
1002	46.61620288	1	1	5
774	46.66204133	1	10	5
439	46.67108706	1	8	0
2242	46.79124166	1	14	5
806	46.95902576	1	5	5
387	47.08531025	1	2	0
1496	47.48339308	1	6	5
1369	47.52447676	1	1	5
125	47.56848792	1	12	5
2305	47.96992238	1	9	5
877	48.07928703	1	11	5
885	48.08286741	1	2	0
302	48.25692311	1	14	5
1810	48.27255165	1	34	5
1642	48.35791106	1	17	5
1036	48.38087134	1	9	5
1615	48.38259898	1	1	0
14	48.62305968	1	1	5
1665	48.81067939	1	5	5
2540	48.81655665	1	48	5
1815	48.81674018	1	12	5
903	48.82498124	1	17	5
1564	48.8294338	1	5	5
1004	49.02942597	1	26	5
2287	49.13942694	1	12	5
213	49.32015855	1	24	5
2452	49.39560617	1	16	5
2535	49.56779463	1	45	5
1906	49.69356398	1	40	5
1305	50.15931993	1	6	5
2164	50.33783642	1	8	5
407	50.33907827	1	6	5
57	50.58932	1	65	5
2571	50.66861141	1	9	5
846	50.85579737	1	27	5
1859	51.22188402	1	4	5
2086	51.26969911	1	3	5
2014	51.29704618	1	5	5
2541	51.62986572	1	2	5
773	52.25727298	1	15	5
359	52.50664135	1	50	5
898	52.57362505	1	13	5
2468	52.71650464	1	20	5
56	52.87884821	1	1	5
1497	52.88541419	1	22	5
1808	53.06695672	1	7	5
1854	53.24852268	1	4	5
314	53.29290327	1	23	5
2039	53.39204531	1	47	5
2105	53.52063633	1	39	5
2427	53.70692355	1	5	5
2089	53.87963463	1	4	5
1518	53.88240995	1	28	5
2257	53.99001762	1	32	5
361	54.18815453	1	2	5
1533	54.19715931	1	3	5
680	54.25418435	1	26	5
1912	54.60602924	1	14	5
943	54.82884514	1	19	5
2317	55.0082567	1	24	5
2101	55.02874191	1	21	5
1627	55.04462659	1	19	5
1158	55.77665251	1	7	5
2379	55.82800532	1	12	5
2028	55.83419259	1	26	5
900	56.21289181	1	16	5
2127	56.73174413	1	8	5
1340	3.357243262	2	3	2
1968	3.661774672	2	28	2
1591	4.170933235	2	5	2
2474	4.623188421	2	14	0
1871	4.662375767	2	2	2
2095	4.916825382	2	20	0
1875	5.05444804	2	30	2
922	5.120179739	2	24	2
1008	5.221562721	2	4	0
1686	5.457686815	2	27	2
351	5.496186979	2	2	2
1450	5.804685607	2	3	0
1498	5.842158829	2	9	2
2552	5.920083347	2	14	2
709	5.962728805	2	15	2
2239	5.987248065	2	14	2
2051	6.053563847	2	22	2
1216	6.076870345	2	15	2
499	6.157010003	2	20	2
1590	6.358562246	2	26	0
669	6.394120399	2	4	0
783	6.716739296	2	35	2
2233	6.826250406	2	17	0
1814	6.846909512	2	10	2
1581	6.895048901	2	1	2
83	7.284507595	2	2	2
1487	7.38481018	2	3	2
686	7.41927624	2	7	0
344	7.479647712	2	1	2
1194	7.606794306	2	1	2
391	7.711276067	2	2	0
1011	7.750787823	2	14	2
995	7.821692416	2	6	2
1626	7.88479927	2	3	2
409	7.896467948	2	16	2
2344	8.296837543	2	27	2
667	8.301691451	2	16	0
1579	8.316944937	2	1	2
2271	8.345786585	2	21	0
2261	8.40437852	2	3	0
1252	8.573590483	2	2	2
2138	8.628821744	2	10	0
1458	8.765019343	2	10	2
1141	8.962369492	2	3	0
2332	8.979394172	2	1	0
2463	9.319356731	2	22	0
1359	9.344242524	2	2	2
141	9.405610746	2	4	0
2381	9.426610423	2	4	2
397	9.505980644	2	1	0
1614	9.61149789	2	7	0
360	9.931948985	2	12	2
2604	9.956258613	2	1	0
695	10.04355781	2	12	2
548	10.11871592	2	2	0
1558	10.1240861	2	7	2
225	10.4178071	2	1	0
1323	10.56002269	2	4	0
1404	10.72915572	2	6	0
1771	10.79754996	2	21	0
229	10.80237475	2	1	0
573	11.03054265	2	12	0
1965	11.04969899	2	2	3
757	11.10580743	2	1	2
611	11.14755139	2	1	0
22	11.42152305	2	8	2
44	11.58918949	2	2	0
2132	11.68814634	2	2	0
2006	11.73783786	2	2	2
1998	11.78415216	2	2	0
1521	11.79140935	2	3	2
1845	11.8259188	2	9	0
1675	11.89135966	2	7	2
1535	11.92066071	2	3	0
248	11.97515784	2	15	2
679	12.05415067	2	7	0
130	12.11066004	2	2	0
1072	12.44998051	2	11	0
1368	12.4632139	2	14	0
506	12.47982103	2	4	0
1094	12.57118881	2	11	0
2161	12.80373472	2	1	2
256	12.84634909	2	6	0
1067	12.98413758	2	16	0
723	13.14178643	2	10	0
683	13.60398711	2	1	0
887	13.64847099	2	23	2
842	13.66005977	2	7	0
1038	13.8004846	2	1	0
1889	13.92290144	2	3	0
1380	14.01719435	2	9	0
86	14.33565368	2	17	0
914	14.39145214	2	4	0
1242	14.42578685	2	14	0
75	14.51626389	2	9	0
670	14.52712426	2	1	0
1961	14.64756207	2	9	0
1398	14.67631013	2	3	0
350	14.67813271	2	7	0
1928	14.87091787	2	32	2
2464	15.10032191	2	3	0
544	15.23106931	2	6	0
2209	15.30446451	2	8	0
933	15.38862552	2	5	0
886	15.41404386	2	1	0
1623	15.5473904	2	1	0
2008	15.76182867	2	1	0
2420	15.76834266	2	1	0
1229	15.77084131	2	5	0
871	15.88509201	2	7	3
143	16.0357008	2	3	3
1903	16.60704476	2	2	0
748	16.72118295	2	2	0
1690	16.73192348	2	7	0
77	16.77167524	2	12	0
275	16.8327497	2	3	0
1047	16.88770361	2	4	0
525	16.8978542	2	3	0
348	16.91390723	2	4	0
2019	17.23628127	2	3	0
843	17.25458478	2	5	0
1389	17.40830103	2	6	2
2213	17.93397686	2	4	0
399	18.04097312	2	4	0
1904	18.13194777	2	2	0
1997	18.16906966	2	15	0
907	18.46460535	2	1	0
2102	18.54680279	2	5	0
335	18.70992009	2	2	0
2396	18.71016837	2	2	0
797	18.78590237	2	9	0
109	18.83555859	2	8	3
2031	18.96132946	2	3	0
265	19.38003637	2	18	0
2512	19.41259325	2	10	0
1060	19.45103283	2	12	0
1950	19.50260825	2	6	0
1337	19.56476522	2	1	0
1761	19.76063454	2	5	3
766	20.07932656	2	5	0
827	20.72041233	2	3	0
1640	20.97884074	2	2	0
1927	21.73122191	2	7	0
1870	22.11913138	2	1	0
867	22.57475572	2	1	0
2465	22.80506464	2	1	0
305	22.89917813	2	2	0
823	23.56319071	2	2	0
1786	23.83766265	2	5	0
710	24.47101337	2	1	0
1758	24.58664241	2	1	3
1745	24.70769736	2	8	0
2434	24.71624518	2	1	0
202	24.86258579	2	5	3
26	26.37089906	2	2	0
2122	26.98729323	2	2	0
536	27.07929426	2	4	0
661	27.18342933	2	3	3
2134	27.79067943	2	2	0
1006	28.53549624	2	2	0
1261	28.82520671	2	4	0
2445	30.51254123	2	1	0
311	36.64517573	2	1	0
356	37.27606514	2	1	0
1112	37.62846139	2	7	5
1080	38.42430298	2	2	0
694	49.03237265	2	2	5
936	50.49074362	2	10	5
164	12.96236231	3	1	0
53	13.56643806	3	1	0
2516	0.495059316	4	25	1
260	0.512576952	4	12	1
705	0.975781646	4	17	1
1628	1.321590546	4	8	1
2514	1.50857479	4	17	1
357	1.556792846	4	25	1
618	1.572777641	4	11	0
1900	1.584561435	4	25	1
2084	1.603725005	4	10	1
2216	1.932275457	4	17	1
2312	2.094053495	4	3	1
700	2.134302086	4	17	1
504	2.192074581	4	14	1
2579	2.594996966	4	21	1
784	2.727788592	4	23	1
1506	2.755561192	4	10	1
1149	2.826764138	4	2	0
324	2.836447201	4	1	1
929	2.984983707	4	13	1
2473	2.993458619	4	7	1
1401	3.012473473	4	6	1
1877	3.04308692	4	28	1
1403	3.09396998	4	10	1
212	3.115171721	4	10	1
2235	3.194103955	4	2	1
872	3.233294421	4	9	0
40	3.274015017	4	1	1
2589	3.328818594	4	14	1
1733	3.34571509	4	3	1
1901	3.405230733	4	9	1
957	3.441635789	4	11	1
754	3.476859328	4	17	1
2137	3.551624936	4	2	0
1173	3.642562368	4	19	1
653	3.716564317	4	2	0
2126	3.741146507	4	7	1
2323	3.824460888	4	16	0
1770	3.845669027	4	24	1
1620	3.866413087	4	12	1
1245	4.055005198	4	6	1
1696	4.086796624	4	1	0
1205	4.105197533	4	13	1
1589	4.133899712	4	2	1
2588	4.298165937	4	2	1
424	4.345164237	4	14	1
491	4.355521471	4	2	1
2357	4.431188174	4	4	1
334	4.452531254	4	5	0
1087	4.484501712	4	20	1
293	4.552650023	4	33	1
1865	4.674184632	4	19	1
708	4.770832822	4	14	1
313	4.908629464	4	2	0
1618	4.981609642	4	8	1
1648	5.191725772	4	14	1
2217	5.245957739	4	10	1
124	5.339188934	4	7	1
198	5.37563759	4	28	1
765	5.410067779	4	2	1
952	5.697722293	4	4	1
1560	6.012966849	4	25	1
2091	6.025874017	4	1	1
1517	6.050697838	4	6	1
1749	6.098236436	4	10	1
487	6.139220128	4	1	0
2010	6.222491415	4	2	1
1930	6.289132016	4	4	0
1670	6.558212447	4	7	0
622	6.587620387	4	1	0
977	6.6981603	4	15	1
2282	7.130909021	4	3	1
746	7.551922309	4	7	1
856	7.672477181	4	13	1
1668	7.957092649	4	5	1
1120	7.969696403	4	2	0
79	8.031564691	4	2	1
1727	8.093420432	4	11	1
194	8.318410499	4	6	0
1317	8.360559677	4	3	0
1720	8.474943711	4	4	1
2534	8.511786357	4	2	1
510	8.620707343	4	2	1
373	8.675767291	4	5	0
165	8.951458586	4	3	1
36	9.130922624	4	1	1
2608	9.206906707	4	16	0
2471	9.629550106	4	3	0
1155	9.65491111	4	2	1
879	9.803193527	4	3	1
2336	9.852570292	4	5	0
150	9.960829316	4	2	1
2210	10.06447494	4	1	0
1264	10.20718211	4	10	0
3	10.24759782	4	2	0
76	10.31754164	4	2	0
122	10.32532648	4	17	1
2192	10.34909303	4	1	0
724	10.40457186	4	1	0
1453	10.65460232	4	23	1
1198	10.78618398	4	4	1
1993	11.04764125	4	3	0
2057	11.07829615	4	4	0
519	11.1201038	4	2	0
289	12.30153415	4	2	0
224	12.89371319	4	3	0
1858	13.5385045	4	3	0
182	14.06068689	4	11	1
2309	14.1161005	4	2	1
893	14.31084088	4	1	0
707	14.39432905	4	4	0
809	14.51029964	4	5	0
1452	15.45697991	4	3	0
1853	17.50504979	4	3	1
1417	17.74768148	4	1	0
1023	18.09697435	4	3	1
1689	19.48001384	4	1	0
484	19.56828429	4	1	1
1040	32.39115957	4	2	0
2508	34.1881442	4	4	0
1726	38.45999858	4	4	0
175	22.50665028	5	1	0
156	23.70456179	5	1	0
8	38.8407255	6	1	0
184	43.32372588	6	1	0
18	14.76382432	7	1	3
221	18.8500854	7	1	0
231	25.87887315	8	1	0
985	33.60475175	8	1	0
1	35.68420913	8	4	0
1596	35.79252231	8	2	0
1702	10.1554962	9	2	0
296	12.56243327	9	2	0
2440	13.86177152	9	1	0
2243	14.9459037	9	1	0
2528	15.05052774	9	3	3
1257	15.40054818	9	2	0
1274	15.43726133	9	4	3
1238	16.71754725	9	5	0
755	18.15480585	9	3	0
2456	18.33549005	9	2	0
678	18.6352066	9	1	0
1561	19.00114088	9	1	0
2024	19.32267018	9	2	3
2240	19.36402254	9	5	3
1602	19.64378704	9	2	0
2195	19.66603215	9	2	0
11	19.92769113	9	2	4
2527	20.42186737	9	3	0
643	20.4317306	9	1	0
1572	20.63945188	9	3	0
1091	20.73458899	9	4	4
455	20.80453004	9	2	0
2252	20.83823953	9	2	0
1279	20.90256404	9	5	3
575	20.9778576	9	10	3
1447	21.08902492	9	2	0
1807	21.12503666	9	4	0
263	21.12978354	9	3	0
1738	21.32600885	9	2	0
859	21.38636463	9	3	0
1484	21.4130849	9	2	0
2454	21.45488541	9	5	0
2429	21.65475529	9	3	0
2343	21.84493404	9	4	0
251	21.86613199	9	2	3
1763	21.89038885	9	3	0
2253	22.02716231	9	3	0
72	22.05565933	9	7	4
2554	22.11311657	9	1	0
1955	22.18246769	9	1	0
1319	22.19314247	9	2	0
2301	22.40047606	9	1	0
1126	22.45308452	9	2	4
2519	22.84405362	9	2	0
1035	22.85119843	9	1	0
1616	22.88664337	9	3	0
912	23.22556941	9	6	0
1541	23.27103915	9	2	0
2172	23.3856176	9	4	0
1042	23.79897254	9	2	0
326	23.82542421	9	2	0
2466	23.86409213	9	2	3
1165	23.99709865	9	2	0
60	24.05045735	9	5	0
654	24.05124452	9	1	0
472	24.08602845	9	1	0
2318	24.15448061	9	2	0
2049	24.18285734	9	4	4
1936	24.21503464	9	6	0
1776	24.4183404	9	1	0
261	24.47186814	9	3	0
1384	24.57622549	9	2	4
2079	24.64574019	9	1	0
1465	24.70051216	9	3	0
1301	24.77404133	9	1	0
1638	24.81311639	9	4	4
1157	25.01219422	9	1	4
2065	25.17163762	9	8	0
978	25.29188113	9	2	0
308	25.35377163	9	2	0
1542	25.35597987	9	15	0
78	25.37998003	9	1	0
2331	25.5091837	9	5	0
259	25.51007203	9	8	4
395	25.5716478	9	2	0
1391	25.59345792	9	3	3
2298	25.61209761	9	4	0
441	25.85243739	9	15	0
1262	25.8527367	9	1	0
2020	25.95527928	9	1	4
2438	25.97620851	9	8	0
1350	26.03584833	9	9	0
524	26.1787012	9	1	0
804	26.17885908	9	3	0
480	26.24159705	9	7	3
1181	26.25452468	9	3	0
74	26.2689289	9	4	0
273	26.40083405	9	7	4
2341	26.48868243	9	1	0
2482	26.49907655	9	12	4
1235	26.52255586	9	2	0
380	26.5947079	9	1	0
819	26.70150377	9	1	0
1609	26.88368817	9	4	0
2499	27.00455109	9	6	4
401	27.08756071	9	4	0
254	27.23553056	9	2	0
1435	27.36185399	9	1	0
20	27.84748682	9	7	0
753	28.06791969	9	8	0
1967	28.29401091	9	5	0
861	28.44313996	9	2	0
1175	28.47912064	9	1	0
2349	28.51612929	9	6	0
2375	28.64008927	9	1	4
1122	28.77227363	9	4	0
576	28.78832623	9	2	0
1918	28.90407816	9	8	0
522	29.02106171	9	5	0
294	29.09312914	9	4	0
403	29.32537453	9	1	0
960	29.41051415	9	1	0
2247	29.42097378	9	1	0
2603	29.52263219	9	12	4
2546	29.54619552	9	12	0
2052	29.59715166	9	1	0
1878	29.66029598	9	2	0
1892	29.81688146	9	5	0
2269	29.99427649	9	1	0
1923	30.14840315	9	1	0
927	30.48159221	9	2	0
2103	30.51614092	9	3	0
1409	31.81357573	9	4	0
1068	33.95557416	9	3	4
1048	35.15018107	9	2	0
67	36.16298096	9	1	0
869	38.57050191	9	1	0
1463	47.53364757	9	1	0
850	4.917790846	10	5	2
172	5.140811367	10	3	0
454	6.172857381	10	3	2
1399	6.511989519	10	1	2
2506	6.920831418	10	1	0
236	7.539368392	10	5	0
2013	7.759094666	10	7	2
832	8.341941943	10	3	2
563	9.433265619	10	9	2
716	10.15362879	10	3	2
1734	10.46963222	10	1	2
2545	12.32418049	10	7	2
1387	13.38942118	10	3	2
1024	14.48684539	10	1	0
744	14.5757913	10	1	2
1528	20.06555638	10	6	0
1107	20.19732581	10	1	0
1113	25.55881423	11	2	0
1709	26.98556897	11	1	0
597	27.12887728	11	2	0
1578	27.3489403	11	1	0
1438	27.42093824	11	1	0
1400	27.43038425	11	3	0
101	27.83421415	11	1	0
635	27.98840851	11	3	0
1943	28.33115095	11	1	0
532	28.95136962	11	2	0
62	29.20332286	11	4	0
461	29.27369916	11	1	0
788	29.40163403	11	2	0
743	29.46185422	11	2	0
2000	30.18371919	11	2	0
295	30.38125242	11	2	4
1382	30.50075978	11	4	0
913	30.55965425	11	4	0
479	31.00982149	11	3	0
953	31.5400415	11	2	0
1182	31.63515268	11	2	0
382	31.65853331	11	5	0
498	31.71135741	11	3	0
374	31.74527526	11	1	0
2498	32.13321284	11	3	0
2270	32.27018984	11	3	0
169	32.34282593	11	3	4
568	32.43165062	11	4	0
982	32.6859272	11	2	0
604	33.35243852	11	2	0
1221	33.63564439	11	1	0
1316	34.04320889	11	5	0
2063	34.89413589	11	1	0
1495	35.14938542	11	7	0
1844	35.21603743	11	1	0
586	35.34745897	11	4	0
2092	35.44205966	11	6	0
2483	35.57520304	11	5	0
2202	35.6706678	11	2	0
894	36.14286321	11	1	0
38	36.42046187	11	4	0
345	36.64523937	11	1	0
35	36.75796102	11	3	0
2146	37.05846049	11	2	0
1510	37.57908422	11	1	0
1180	37.87295068	11	6	0
323	38.42843841	11	10	0
2410	38.67694915	11	1	0
1729	38.75016105	11	3	0
2494	39.35104363	11	10	0
2361	39.59310278	11	5	0
1029	40.24342759	11	1	0
2368	40.39040925	11	5	0
1938	40.62216851	11	3	0
2034	41.35039312	11	13	0
299	41.41081264	11	4	0
615	41.55928821	11	2	0
59	41.77018732	11	4	0
1834	41.89834463	11	4	0
1718	42.01990958	11	1	0
2018	43.10606414	11	15	0
890	43.41934996	11	7	0
1635	44.35269587	11	3	0
1311	44.42954921	11	1	0
1954	44.45884446	11	8	0
727	45.07351363	11	3	0
1059	45.34395561	11	9	0
121	46.25949254	11	1	5
2489	46.8146578	11	3	0
2555	46.98950171	11	3	0
1621	47.70629832	11	7	0
2556	47.81913975	11	13	0
631	47.98360841	11	5	0
161	48.4677683	11	3	0
470	48.47587367	11	8	0
569	49.95461579	11	3	5
333	27.69488321	12	1	0
264	28.35685829	12	1	0
1597	21.65451569	13	2	0
341	21.66813604	13	2	0
64	26.56457195	13	2	0
342	23.68653557	14	1	0
117	34.00953434	14	1	0
966	10.4950232	15	6	0
1428	29.26617991	15	6	4
354	30.72389206	15	5	0
2393	32.97468776	15	5	0
2056	33.7483294	15	3	0
602	33.87997176	15	2	0
50	34.62433474	15	1	0
1212	36.38869183	15	14	0
2597	36.74628585	15	4	0
2457	36.79378691	15	7	0
2561	37.04172486	15	1	0
1056	38.39233287	15	6	0
1766	38.6127444	15	1	0
