ID	DEPTH	Degree
324	2.836447201	1
2294	45.42535201	1
2510	45.94733804	1
636	45.97980093	1
2355	46.18891335	1
121	46.25949254	1
1002	46.61620288	1
276	47.08321871	1
976	47.43866793	1
1369	47.52447676	1
1463	47.53364757	1
2486	47.76836962	1
384	48.29969049	1
1615	48.38259898	1
14	48.62305968	1
507	49.08296047	1
1607	51.78408027	1
56	52.87884821	1
874	53.01808716	1
1872	53.85696082	1
244	56.27125213	1
1511	1.295510353	2
1805	2.516294655	2
1149	2.826764138	2
2235	3.194103955	2
34	3.363061111	2
2137	3.551624936	2
653	3.716564317	2
2280	3.785654333	2
2599	3.798053718	2
1589	4.133899712	2
2588	4.298165937	2
491	4.355521471	2
1871	4.662375767	2
313	4.908629464	2
2023	5.269833487	2
765	5.410067779	2
351	5.496186979	2
209	6.173396367	2
2010	6.222491415	2
1281	6.533537231	2
2503	6.574224778	2
1071	6.977740673	2
2354	7.257399176	2
83	7.284507595	2
32	7.699320183	2
391	7.711276067	2
1394	7.739019535	2
1120	7.969696403	2
79	8.031564691	2
1818	8.17115464	2
2534	8.511786357	2
514	8.522249981	2
1252	8.573590483	2
510	8.620707343	2
673	9.191164753	2
1359	9.344242524	2
2300	9.547871509	2
1155	9.65491111	2
1375	9.715127387	2
150	9.960829316	2
2088	9.999427067	2
548	10.11871592	2
1702	10.1554962	2
148	10.15706014	2
3	10.24759782	2
1130	10.31718179	2
76	10.31754164	2
1965	11.04969899	2
519	11.1201038	2
862	11.40072985	2
2220	11.53411639	2
44	11.58918949	2
2132	11.68814634	2
2006	11.73783786	2
114	11.77826538	2
1998	11.78415216	2
2447	11.81350306	2
130	12.11066004	2
289	12.30153415	2
296	12.56243327	2
222	13.22097581	2
1133	13.59612092	2
1408	13.81925389	2
2549	14.0451327	2
2309	14.1161005	2
2532	15.05918169	2
1959	15.27369356	2
1257	15.40054818	2
1989	15.86471269	2
1838	16.10256551	2
394	16.22003417	2
1903	16.60704476	2
748	16.72118295	2
1893	17.03784368	2
1904	18.13194777	2
969	18.19009567	2
2456	18.33549005	2
335	18.70992009	2
2396	18.71016837	2
2024	19.32267018	2
1602	19.64378704	2
2195	19.66603215	2
11	19.92769113	2
1063	20.0187619	2
187	20.02586666	2
2432	20.7164045	2
455	20.80453004	2
2252	20.83823953	2
249	20.93522333	2
2359	20.95586522	2
1640	20.97884074	2
541	20.97951142	2
471	21.06227428	2
1447	21.08902492	2
1575	21.18365801	2
1738	21.32600885	2
1484	21.4130849	2
1880	21.54064974	2
1597	21.65451569	2
341	21.66813604	2
251	21.86613199	2
1319	22.19314247	2
1126	22.45308452	2
2519	22.84405362	2
173	22.8803107	2
305	22.89917813	2
1156	22.94225832	2
1541	23.27103915	2
2175	23.43826402	2
823	23.56319071	2
1042	23.79897254	2
326	23.82542421	2
2466	23.86409213	2
1165	23.99709865	2
123	24.08574144	2
561	24.10453203	2
2318	24.15448061	2
715	24.18408399	2
2590	24.26351949	2
1751	24.41110314	2
1384	24.57622549	2
684	24.89691806	2
2411	24.90166172	2
2520	24.94394998	2
978	25.29188113	2
308	25.35377163	2
1113	25.55881423	2
395	25.5716478	2
2443	25.71571225	2
1573	25.75744536	2
979	26.32846411	2
537	26.33931075	2
26	26.37089906	2
1062	26.4487348	2
1235	26.52255586	2
64	26.56457195	2
775	26.65987208	2
2574	26.7801984	2
2060	26.84385068	2
1932	26.92692236	2
2122	26.98729323	2
597	27.12887728	2
254	27.23553056	2
392	27.35271743	2
1946	27.5835919	2
2134	27.79067943	2
600	28.10832172	2
2362	28.39317897	2
861	28.44313996	2
974	28.52844162	2
2320	28.53300775	2
1006	28.53549624	2
1148	28.71242498	2
1028	28.76731044	2
576	28.78832623	2
532	28.95136962	2
358	29.25178106	2
788	29.40163403	2
2347	29.42872467	2
743	29.46185422	2
1878	29.66029598	2
440	29.73300108	2
1819	29.83952994	2
1269	29.99443703	2
2000	30.18371919	2
295	30.38125242	2
431	30.38914411	2
927	30.48159221	2
1792	31.21219998	2
2480	31.30286348	2
953	31.5400415	2
1182	31.63515268	2
1040	32.39115957	2
2369	32.43612829	2
1422	32.55186367	2
982	32.6859272	2
1687	32.89382307	2
1876	33.26388954	2
604	33.35243852	2
866	33.44744279	2
602	33.87997176	2
29	33.91399089	2
849	34.08961946	2
398	34.22441515	2
2316	34.72745927	2
1174	34.93285267	2
1048	35.15018107	2
1481	35.3166465	2
2202	35.6706678	2
657	35.73315235	2
574	35.77011414	2
1284	35.78237945	2
1596	35.79252231	2
2146	37.05846049	2
2072	37.76058871	2
550	38.40603931	2
1080	38.42430298	2
2136	38.58198208	2
27	38.864929	2
1748	38.98808772	2
517	39.49460838	2
1800	40.00684037	2
1956	41.10457767	2
2021	41.37512267	2
615	41.55928821	2
1214	41.60896283	2
2272	41.6427966	2
1887	42.26944132	2
1019	43.36747858	2
2267	43.44818158	2
2513	44.33817017	2
1246	44.70945387	2
671	45.16798914	2
387	47.08531025	2
885	48.08286741	2
694	49.03237265	2
749	50.3466676	2
1083	50.72909325	2
2541	51.62986572	2
361	54.18815453	2
1027	1.492842358	3
2041	1.848201479	3
2312	2.094053495	3
1733	3.34571509	3
1340	3.357243262	3
1434	3.438892396	3
172	5.140811367	3
1450	5.804685607	3
454	6.172857381	3
2264	6.844391656	3
2282	7.130909021	3
1487	7.38481018	3
1626	7.88479927	3
1775	8.264323394	3
2197	8.317754791	3
832	8.341941943	3
1317	8.360559677	3
2261	8.40437852	3
165	8.951458586	3
1141	8.962369492	3
2471	9.629550106	3
879	9.803193527	3
216	9.912418749	3
716	10.15362879	3
873	10.36671952	3
1489	10.40866629	3
1993	11.04764125	3
2196	11.51050433	3
876	11.55388912	3
230	11.72903768	3
1521	11.79140935	3
1535	11.92066071	3
1064	12.21375192	3
457	12.80042177	3
224	12.89371319	3
1387	13.38942118	3
1858	13.5385045	3
1889	13.92290144	3
2183	13.99874864	3
1398	14.67631013	3
2528	15.05052774	3
2464	15.10032191	3
1452	15.45697991	3
143	16.0357008	3
275	16.8327497	3
525	16.8978542	3
2019	17.23628127	3
1853	17.50504979	3
1023	18.09697435	3
755	18.15480585	3
2031	18.96132946	3
2527	20.42186737	3
1572	20.63945188	3
827	20.72041233	3
2601	20.92713337	3
1848	21.10287293	3
263	21.12978354	3
859	21.38636463	3
2429	21.65475529	3
1763	21.89038885	3
2253	22.02716231	3
46	22.35158423	3
1616	22.88664337	3
261	24.47186814	3
1465	24.70051216	3
2435	25.09122925	3
759	25.58790946	3
1391	25.59345792	3
370	25.87003357	3
804	26.17885908	3
1181	26.25452468	3
2153	26.95655031	3
661	27.18342933	3
1400	27.43038425	3
635	27.98840851	3
905	28.35657558	3
1964	28.59045304	3
1288	28.86087877	3
880	30.32164071	3
2103	30.51614092	3
2135	30.55007757	3
479	31.00982149	3
10	31.32281795	3
1044	31.38611147	3
1852	31.56358802	3
498	31.71135741	3
1643	31.74083755	3
815	31.97910852	3
2498	32.13321284	3
24	32.18716078	3
2270	32.27018984	3
169	32.34282593	3
1655	32.37714617	3
2212	33.21270271	3
446	33.40971045	3
2056	33.7483294	3
1068	33.95557416	3
1124	34.36312885	3
1129	35.11648464	3
155	35.2583196	3
1395	35.32658126	3
1093	36.65184189	3
2144	36.66170384	3
35	36.75796102	3
85	37.98665054	3
1237	38.46049399	3
1729	38.75016105	3
136	39.04640555	3
303	39.20608408	3
763	39.78014093	3
649	40.01181913	3
1931	40.29419236	3
1938	40.62216851	3
863	41.08717309	3
2106	41.17192429	3
435	42.06822018	3
447	42.82681991	3
730	43.37563478	3
1635	44.35269587	3
2573	44.91156429	3
727	45.07351363	3
2489	46.8146578	3
2555	46.98950171	3
161	48.4677683	3
569	49.95461579	3
2086	51.26969911	3
1162	53.90385228	3
1533	54.19715931	3
854	2.511964612	4
1941	4.393275924	4
2357	4.431188174	4
1008	5.221562721	4
952	5.697722293	4
1930	6.289132016	4
669	6.394120399	4
1720	8.474943711	4
1755	9.016181555	4
1208	9.299553807	4
141	9.405610746	4
2381	9.426610423	4
1323	10.56002269	4
1198	10.78618398	4
2057	11.07829615	4
1582	11.39898361	4
506	12.47982103	4
1543	12.67252185	4
926	13.80395206	4
914	14.39145214	4
707	14.39432905	4
1995	14.95646187	4
1274	15.43726133	4
1047	16.88770361	4
348	16.91390723	4
2213	17.93397686	4
399	18.04097312	4
1091	20.73458899	4
1807	21.12503666	4
1503	21.39633721	4
2343	21.84493404	4
2172	23.3856176	4
2049	24.18285734	4
1638	24.81311639	4
2298	25.61209761	4
993	25.88529912	4
74	26.2689289	4
1609	26.88368817	4
536	27.07929426	4
401	27.08756071	4
2419	27.4420676	4
2501	27.45316323	4
958	28.28449523	4
1287	28.42948334	4
1122	28.77227363	4
1261	28.82520671	4
294	29.09312914	4
62	29.20332286	4
1382	30.50075978	4
913	30.55965425	4
2113	31.03635723	4
1177	31.15807942	4
186	31.26919465	4
2413	31.55318793	4
1409	31.81357573	4
564	32.39199915	4
568	32.43165062	4
734	33.80306779	4
2508	34.1881442	4
984	34.42542249	4
586	35.34745897	4
1	35.68420913	4
38	36.42046187	4
1219	36.49578802	4
2597	36.74628585	4
1726	38.45999858	4
899	39.21460168	4
2418	39.46601922	4
2208	40.14005246	4
299	41.41081264	4
16	41.65595751	4
59	41.77018732	4
1834	41.89834463	4
646	42.36128633	4
2141	42.87585729	4
1773	44.07438747	4
1867	44.55605127	4
1859	51.22188402	4
1854	53.24852268	4
2089	53.87963463	4
2575	4.028417184	5
1591	4.170933235	5
334	4.452531254	5
850	4.917790846	5
2439	7.2165676	5
236	7.539368392	5
1668	7.957092649	5
373	8.675767291	5
2336	9.852570292	5
1103	11.17995476	5
2037	12.42120661	5
2461	13.24229134	5
809	14.51029964	5
933	15.38862552	5
1229	15.77084131	5
1238	16.71754725	5
843	17.25458478	5
2102	18.54680279	5
2240	19.36402254	5
1761	19.76063454	5
149	19.92749384	5
766	20.07932656	5
1279	20.90256404	5
2454	21.45488541	5
1786	23.83766265	5
60	24.05045735	5
838	24.23977963	5
2591	24.77293664	5
202	24.86258579	5
30	25.41182744	5
2331	25.5091837	5
1147	28.1321331	5
1967	28.29401091	5
522	29.02106171	5
1470	29.52717876	5
2526	29.57355733	5
2453	29.62470117	5
1892	29.81688146	5
354	30.72389206	5
2107	30.7395774	5
1296	31.37100984	5
382	31.65853331	5
1169	32.68360506	5
2393	32.97468776	5
1316	34.04320889	5
355	34.67375471	5
2483	35.57520304	5
2290	37.79433119	5
1679	38.29173808	5
1286	38.66457948	5
1421	38.81219553	5
2361	39.59310278	5
1275	40.3512047	5
2368	40.39040925	5
1813	43.74757454	5
2350	44.60188956	5
818	45.47791977	5
806	46.95902576	5
631	47.98360841	5
1665	48.81067939	5
1564	48.8294338	5
2014	51.29704618	5
2427	53.70692355	5
717	1.983096349	6
1401	3.012473473	6
1245	4.055005198	6
1517	6.050697838	6
650	7.347311043	6
995	7.821692416	6
194	8.318410499	6
975	8.740331367	6
490	10.34124115	6
966	10.4950232	6
1404	10.72915572	6
256	12.84634909	6
544	15.23106931	6
1389	17.40830103	6
1950	19.50260825	6
1528	20.06555638	6
917	21.37323177	6
912	23.22556941	6
1513	23.82104538	6
1936	24.21503464	6
2475	25.67899444	6
2499	27.00455109	6
138	28.07198752	6
2349	28.51612929	6
1428	29.26617991	6
2610	29.95495405	6
931	30.86491009	6
2490	30.88665297	6
2036	34.69569818	6
647	35.00097384	6
2092	35.44205966	6
761	36.37260398	6
1816	37.53205201	6
1180	37.87295068	6
1056	38.39233287	6
1752	40.53230002	6
492	42.11760355	6
2339	43.76081754	6
946	44.34409053	6
1767	46.02331389	6
1496	47.48339308	6
1305	50.15931993	6
407	50.33907827	6
2484	0.85882588	7
2473	2.993458619	7
2116	3.054649005	7
2126	3.741146507	7
2481	4.397074237	7
1454	5.176633475	7
124	5.339188934	7
1791	5.579353586	7
1670	6.558212447	7
1016	6.778414598	7
1630	6.870237387	7
686	7.41927624	7
746	7.551922309	7
2013	7.759094666	7
2586	7.87539592	7
12	8.657337173	7
1614	9.61149789	7
1558	10.1240861	7
1675	11.89135966	7
679	12.05415067	7
2545	12.32418049	7
842	13.66005977	7
350	14.67813271	7
871	15.88509201	7
1690	16.73192348	7
639	21.66172853	7
526	21.68901873	7
1927	21.73122191	7
72	22.05565933	7
2353	24.00959438	7
480	26.24159705	7
273	26.40083405	7
950	26.9888592	7
20	27.84748682	7
2422	29.30370589	7
282	29.9496933	7
1265	31.0126013	7
1495	35.14938542	7
2457	36.79378691	7
1112	37.62846139	7
860	37.73562049	7
422	39.62895152	7
290	40.63514113	7
890	43.41934996	7
84	43.8062677	7
821	46.29602323	7
1621	47.70629832	7
1808	53.06695672	7
1158	55.77665251	7
1628	1.321590546	8
1618	4.981609642	8
1636	8.483560092	8
677	10.67671424	8
22	11.42152305	8
2209	15.30446451	8
109	18.83555859	8
2444	23.64175443	8
844	23.65291588	8
1745	24.70769736	8
2065	25.17163762	8
2436	25.46771899	8
259	25.51007203	8
2438	25.97620851	8
753	28.06791969	8
1918	28.90407816	8
1747	29.21940915	8
2190	30.16788604	8
2386	30.58057896	8
2218	32.85133287	8
2430	35.68714634	8
962	36.07793721	8
1138	38.41729505	8
1954	44.45884446	8
465	44.48108176	8
439	46.67108706	8
470	48.47587367	8
2164	50.33783642	8
2127	56.73174413	8
872	3.233294421	9
1901	3.405230733	9
1498	5.842158829	9
2517	7.97382798	9
563	9.433265619	9
1845	11.8259188	9
1380	14.01719435	9
75	14.51626389	9
1961	14.64756207	9
797	18.78590237	9
1350	26.03584833	9
508	27.55162972	9
772	31.22436031	9
2187	32.43329318	9
2559	33.35023078	9
942	39.50299717	9
2424	41.58936773	9
1315	44.19982864	9
1059	45.34395561	9
2305	47.96992238	9
1036	48.38087134	9
2571	50.66861141	9
1663	50.67855533	9
2084	1.603725005	10
1506	2.755561192	10
1403	3.09396998	10
212	3.115171721	10
1298	3.427663617	10
656	4.304440185	10
2505	4.511054699	10
2217	5.245957739	10
1749	6.098236436	10
1814	6.846909512	10
2138	8.628821744	10
1458	8.765019343	10
47	9.477003014	10
1264	10.20718211	10
662	10.28060018	10
937	10.7050354	10
208	11.47476641	10
723	13.14178643	10
2512	19.41259325	10
575	20.9778576	10
944	25.85931058	10
617	28.68161993	10
220	31.07749712	10
690	31.32801101	10
1318	33.37021429	10
1683	35.30761074	10
323	38.42843841	10
2494	39.35104363	10
539	39.90915991	10
1322	40.50056279	10
633	42.15549386	10
1477	44.10627916	10
535	45.19005447	10
774	46.66204133	10
936	50.49074362	10
618	1.572777641	11
957	3.441635789	11
1108	5.85029862	11
1385	7.529961948	11
1727	8.093420432	11
1072	12.44998051	11
1094	12.57118881	11
182	14.06068689	11
565	28.34174037	11
1444	28.84410233	11
428	29.33679358	11
1739	31.44523239	11
315	32.61948726	11
594	39.09791846	11
930	41.81079026	11
2223	42.23741068	11
2402	44.75439768	11
292	46.42536816	11
877	48.07928703	11
1366	53.51233915	11
260	0.512576952	12
1620	3.866413087	12
360	9.931948985	12
695	10.04355781	12
2372	10.09117218	12
573	11.03054265	12
77	16.77167524	12
1060	19.45103283	12
2482	26.49907655	12
2603	29.52263219	12
2546	29.54619552	12
691	30.07937886	12
1762	30.67685589	12
1033	30.89687632	12
2099	32.22580528	12
2458	34.83838101	12
1951	35.40024644	12
125	47.56848792	12
1815	48.81674018	12
2287	49.13942694	12
2379	55.82800532	12
929	2.984983707	13
1205	4.105197533	13
329	6.804906304	13
1960	6.911842977	13
856	7.672477181	13
378	31.2979841	13
1378	37.94693746	13
2562	39.76849225	13
2034	41.35039312	13
2104	46.07350284	13
2556	47.81913975	13
898	52.57362505	13
504	2.192074581	14
2589	3.328818594	14
424	4.345164237	14
2474	4.623188421	14
708	4.770832822	14
1648	5.191725772	14
2552	5.920083347	14
2239	5.987248065	14
1011	7.750787823	14
1368	12.4632139	14
1242	14.42578685	14
437	29.9214878	14
2043	30.400948	14
54	33.81679481	14
1212	36.38869183	14
43	43.11203646	14
1830	45.7912379	14
2242	46.79124166	14
2297	47.97437738	14
302	48.25692311	14
1912	54.60602924	14
300	4.236084952	15
709	5.962728805	15
1216	6.076870345	15
977	6.6981603	15
248	11.97515784	15
1997	18.16906966	15
1542	25.35597987	15
441	25.85243739	15
2114	30.27377054	15
369	39.03309552	15
2278	39.30900309	15
2018	43.10606414	15
773	52.25727298	15
2340	3.697565387	16
2323	3.824460888	16
409	7.896467948	16
667	8.301691451	16
2608	9.206906707	16
1067	12.98413758	16
1341	32.95268938	16
1277	39.81096773	16
2529	43.2367376	16
938	43.95639674	16
2452	49.39560617	16
900	56.21289181	16
705	0.975781646	17
2514	1.50857479	17
2216	1.932275457	17
700	2.134302086	17
754	3.476859328	17
2233	6.826250406	17
1552	8.252917415	17
2281	8.661468901	17
122	10.32532648	17
86	14.33565368	17
552	31.08885021	17
1336	35.14281502	17
1642	48.35791106	17
903	48.82498124	17
1732	6.004481667	18
855	6.956050963	18
1650	7.042659054	18
265	19.38003637	18
442	33.16451717	18
417	44.86114201	18
1173	3.642562368	19
1865	4.674184632	19
2358	25.90120297	19
2400	33.47088157	19
2565	34.26995314	19
943	54.82884514	19
1627	55.04462659	19
120	3.708372493	20
1087	4.484501712	20
2095	4.916825382	20
1473	5.510231615	20
499	6.157010003	20
1055	36.08801181	20
1362	39.12356904	20
523	44.486149	20
2468	52.71650464	20
2579	2.594996966	21
1095	7.947488501	21
2271	8.345786585	21
1771	10.79754996	21
1548	13.01109638	21
2101	55.02874191	21
2051	6.053563847	22
2463	9.319356731	22
664	31.90277214	22
1497	52.88541419	22
784	2.727788592	23
2142	3.898221572	23
1453	10.65460232	23
1744	13.15736134	23
887	13.64847099	23
1164	36.36922527	23
588	36.95935876	23
314	53.29290327	23
1770	3.845669027	24
922	5.120179739	24
213	49.32015855	24
2317	55.0082567	24
2516	0.495059316	25
357	1.556792846	25
1900	1.584561435	25
1560	6.012966849	25
301	33.54201381	25
939	34.85363058	25
1590	6.358562246	26
1790	36.29626223	26
25	45.83742171	26
1004	49.02942597	26
680	54.25418435	26
2028	55.83419259	26
2428	4.003513902	27
1686	5.457686815	27
2344	8.296837543	27
846	50.85579737	27
1877	3.04308692	28
1968	3.661774672	28
198	5.37563759	28
2123	6.227658513	28
1584	7.04699377	28
1994	15.40223667	28
1949	35.01032292	28
1334	41.20165309	28
1518	53.88240995	28
2307	35.48816695	29
1075	43.25926336	29
1875	5.05444804	30
2548	40.29966823	30
93	40.62724068	30
1351	45.69350892	30
2227	8.258112716	31
941	34.02788516	31
1928	14.87091787	32
1383	41.58358993	32
